t0,exact_stratum,probability_scale_caliper,n_treated_in_stratum,n_controls_in_stratum,dense_assignment_entries,candidate_real_edges,candidate_edges_plus_dummies,dense_entry_cap,requires_sparse_solver,sparse_edge_cap,would_fail_current_matcher,treated_pscore_min,treated_pscore_max,control_pscore_min,control_pscore_max
2018,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,337,477940,161179349,55000,55337,5000000,True,100000000,False,0.17311331791436219,0.5025655557155781,1e-06,0.4832358633673596
2018,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,66,380550,25120656,2921,2987,5000000,True,100000000,False,0.2431396473815882,0.5126551396582898,1e-06,0.5270103353111316
2018,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,284,454261,129090780,29526515,29526799,5000000,True,100000000,False,0.00024551702716603006,0.20838425286051532,1e-06,0.12574478833929334
2018,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,92,47816,4407536,1386198,1386290,5000000,False,100000000,False,0.0007724446525552075,0.31382912835217763,1e-06,0.24176541344181673
2018,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,65,9362,612755,9704,9769,5000000,False,100000000,False,0.0067656015274400174,0.6306044202254053,1e-06,0.7160172646368554
2018,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,51,10101,517752,455,506,5000000,False,100000000,False,0.3161100915128294,0.6307880098742487,1e-06,0.7707084765545005
2018,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,283,40877,11648280,820546,820829,5000000,True,100000000,False,0.002008873709028291,0.5034603991066032,1e-06,0.39040635006309937
2018,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,223,448327,100026650,25105913,25106136,5000000,True,100000000,False,0.000374064927628362,0.19824646353104627,1e-06,0.08053167594825351
2018,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,107,459652,49194213,44126404,44126511,5000000,True,100000000,False,0.00025704159976787605,0.13548816196533,1e-06,0.11041338272270236
2018,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,135,14780,2013525,137646,137781,5000000,False,100000000,False,0.0037453325481064587,0.5485453383044201,1e-06,0.6175834601118647
2018,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,22,5918,130680,143,165,5000000,False,100000000,False,0.0179457932480066,0.6531317832847701,1e-06,0.7778568262906225
2018,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,15,427395,6411150,365,380,5000000,True,100000000,False,0.3523031132251215,0.41603787742236903,1e-06,0.5082105483288899
2018,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,29,26330,764411,737138,737167,5000000,False,100000000,False,0.0005165044084989144,0.2133993353805869,1e-06,0.021574867630228298
2018,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,20,433666,8673720,8673320,8673340,5000000,True,100000000,False,0.0001926293056364541,0.00057823536340364,1e-06,0.007282994305915991
2018,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,11,21327,234718,191927,191938,5000000,False,100000000,False,0.0008808210091600632,0.1900760991521216,1e-06,0.06356632868474754
2018,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,53,367710,19491439,19120806,19120859,5000000,True,100000000,False,0.00025992498087567867,0.056719610971681586,1e-06,0.014109543989656997
2018,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,43,42594,1833391,681357,681400,5000000,False,100000000,False,0.0009154115101997818,0.358960333158513,1e-06,0.2562684428069039
2018,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,17,6621,112846,71,88,5000000,False,100000000,False,0.31338276016807487,0.6672684808248005,1e-06,0.652535157512173
2018,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,3,304950,914859,914850,914853,5000000,False,100000000,False,0.00013905106190747126,0.00019459329703505255,1e-06,0.005106371407401056
2018,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,5,9689,48470,48445,48450,5000000,False,100000000,False,0.0006148199721343705,0.0013508480779156956,1e-06,0.00855983414818188
2018,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,2,1599,3202,2,4,5000000,False,100000000,False,0.4234352669954928,0.5637915819588488,1e-06,0.7360579258572869
2018,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,3,9874,29631,29616,29619,5000000,False,100000000,False,0.000568600408899327,0.0006297912483078431,1e-06,0.01716079768622597
2018,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,2,3832,7668,7664,7666,5000000,False,100000000,False,0.00027876716716710895,0.0003143244698615492,1e-06,0.008433062994089774
2018,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,3,8411,25242,25233,25236,5000000,False,100000000,False,0.0005567057492253875,0.0010996252542346716,1e-06,0.007832103112798552
2018,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,3,219185,657564,657552,657555,5000000,False,100000000,False,0.00011487894350782057,0.00013416622190050255,1e-06,0.015273812412825213
2018,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,1,9069,9070,9069,9070,5000000,False,100000000,False,0.000601040966218592,0.000601040966218592,1e-06,0.005623748206625604
